University Name,City,Country,Programs,Fee (USD),Scholarship
National India University,Bangalore,India,Education;Biotechnology;Computer Science;Medicine,40581,Yes
Central UAE Academy,Abu Dhabi,UAE,Architecture;Education;Economics;Nursing;Agriculture;Tourism,34992,Yes
Advanced India University,Delhi,India,Agriculture;Tourism;Data Science;Pharmacy,49411,No
National Mexico University,Guadalajara,Mexico,Biotechnology;Cybersecurity;Finance;IT;Engineering;Architecture,19517,Yes
Central Nepal Academy,Kathmandu,Nepal,Data Science;Medicine;IT;Economics;Cybersecurity;Business,29106,No
Global Norway University,Bergen,Norway,Engineering;Medicine;Business,21372,No
National Saudi Arabia Academy,Riyadh,Saudi Arabia,Data Science;Architecture;Cybersecurity,3855,Yes
Metropolitan USA Academy,Los Angeles,USA,Economics;Finance;Business,13075,Yes
Global UAE University,Abu Dhabi,UAE,AI;Architecture;Law;Computer Science,16374,No
National Indonesia University,Jakarta,Indonesia,Finance;Education;Engineering;Tourism;AI,36201,Yes
Global Qatar Academy,Doha,Qatar,IT;Education;Finance;Biotechnology;Business;Nursing,13843,Yes
Central Singapore University,Singapore,Singapore,AI;Tourism;Pharmacy;Law,21091,Yes
Global New Zealand Academy,Wellington,New Zealand,Cybersecurity;Biotechnology;Finance,34332,No
Advanced USA College,New York,USA,Medicine;AI;IT;Law,14323,Yes
National Singapore Institute of Technology,Singapore,Singapore,Economics;Architecture;Pharmacy;Finance;Business;Data Science,15700,No
National Italy College,Milan,Italy,Tourism;AI;Architecture;Biotechnology,44251,No
Metropolitan Norway University,Oslo,Norway,Pharmacy;Cybersecurity;Architecture;Finance;Engineering;Business,21545,Yes
Central Canada University,Vancouver,Canada,Finance;Medicine;Business;Biotechnology;Architecture,4392,No
Advanced Japan Academy,Osaka,Japan,AI;Medicine;Data Science,40833,Yes
Central Brazil Academy,Rio de Janeiro,Brazil,Computer Science;Finance;Medicine;Economics,29164,No
Central Malaysia University,Kuala Lumpur,Malaysia,Engineering;Education;Economics;Data Science;Agriculture,25415,No
Central Qatar Academy,Doha,Qatar,Medicine;Psychology;Cybersecurity,8129,Yes
International Germany Institute of Technology,Munich,Germany,Medicine;Cybersecurity;Computer Science;Business,47193,No
National Sweden Institute of Technology,Gothenburg,Sweden,Pharmacy;Biotechnology;Cybersecurity;Education;Data Science,13654,No
Central Bangladesh University,Dhaka,Bangladesh,Business;Medicine;Economics,40498,No
Metropolitan Netherlands University,Rotterdam,Netherlands,Education;IT;Medicine;AI;Data Science;Cybersecurity,31514,No
International USA College,New York,USA,Finance;Pharmacy;Business;Law;Data Science;Medicine,44844,No
International Finland Institute of Technology,Helsinki,Finland,Biotechnology;Computer Science;Engineering;Education;Architecture,32250,Yes
Metropolitan UK College,Manchester,UK,Education;IT;AI;Biotechnology;Nursing;Data Science,27722,Yes
Central UK Academy,London,UK,Tourism;Biotechnology;Cybersecurity;Economics;Pharmacy;Psychology,35691,No
Royal Mexico University,Mexico City,Mexico,Pharmacy;Economics;Computer Science;Psychology;Finance;Business,8462,No
Central Saudi Arabia University,Riyadh,Saudi Arabia,Agriculture;IT;Psychology;Cybersecurity,19077,No
Royal Singapore College,Singapore,Singapore,Biotechnology;Psychology;Tourism;Medicine;Computer Science;Nursing,1063,No
Advanced Bangladesh Institute of Technology,Dhaka,Bangladesh,Biotechnology;AI;IT;Data Science;Tourism,38939,No
Global Thailand College,Bangkok,Thailand,Pharmacy;Business;IT;Finance;Law;Economics,5188,Yes
Advanced Norway College,Bergen,Norway,Tourism;Medicine;AI;Data Science;Engineering;Education,41774,Yes
Metropolitan Turkey College,Istanbul,Turkey,Economics;Medicine;Engineering;Cybersecurity,47370,No
Metropolitan Saudi Arabia Institute of Technology,Riyadh,Saudi Arabia,Engineering;Psychology;Law;Tourism;Medicine;Computer Science,17950,Yes
Central Nepal Academy,Pokhara,Nepal,Cybersecurity;Agriculture;Finance;Tourism,12582,Yes
National Denmark Academy,Copenhagen,Denmark,Medicine;Business;Law;IT;Pharmacy;Data Science,36901,No
Global UAE University,Abu Dhabi,UAE,Economics;Medicine;Computer Science;Data Science;Cybersecurity;Psychology,1401,Yes
Royal Saudi Arabia University,Jeddah,Saudi Arabia,Architecture;Data Science;Cybersecurity;Pharmacy;Tourism;Engineering,25928,Yes
Global Norway Institute of Technology,Oslo,Norway,IT;Psychology;Data Science;Architecture;Tourism,47405,Yes
Metropolitan India Academy,Chennai,India,Architecture;AI;Pharmacy,19880,Yes
Central Germany College,Berlin,Germany,AI;Architecture;Computer Science,34320,No
International UK College,Birmingham,UK,Business;Psychology;Finance;Agriculture,5291,No
Global India College,Chennai,India,Architecture;Business;Cybersecurity;Education,19167,No
Global Switzerland University,Zurich,Switzerland,Law;Biotechnology;Finance;Tourism,28026,Yes
Royal South Korea Academy,Busan,South Korea,Agriculture;Medicine;Data Science;Business;Computer Science,25693,No
Global Sweden Institute of Technology,Stockholm,Sweden,Nursing;Biotechnology;Psychology,19483,Yes
Advanced India College,Mumbai,India,Data Science;Agriculture;Biotechnology,48400,Yes
Metropolitan Canada Academy,Toronto,Canada,Data Science;Psychology;IT;Nursing,45459,Yes
Royal Canada Institute of Technology,Montreal,Canada,Nursing;Architecture;Biotechnology,38918,Yes
Metropolitan Nepal Academy,Pokhara,Nepal,Architecture;Medicine;Economics;Nursing,39567,No
Central Sri Lanka Institute of Technology,Colombo,Sri Lanka,Architecture;Tourism;Medicine;Economics;AI,15405,No
Central Italy Academy,Rome,Italy,Cybersecurity;Medicine;Education;Business,43370,Yes
Central Canada Academy,Vancouver,Canada,Finance;Cybersecurity;Law;Economics;Data Science;AI,27008,No
Central Russia University,Saint Petersburg,Russia,IT;Medicine;Engineering;Pharmacy;Biotechnology;Law,31339,Yes
National USA College,New York,USA,Pharmacy;Finance;Data Science;Education;Biotechnology;Engineering,8663,No
Royal UK Institute of Technology,Manchester,UK,Pharmacy;Psychology;Engineering;Agriculture,5274,Yes
Advanced Denmark Academy,Copenhagen,Denmark,Medicine;Education;Engineering;Nursing;Economics;Pharmacy,39620,No
Royal India Academy,Chennai,India,Data Science;AI;Pharmacy;Business;Economics;Tourism,25071,Yes
Global South Africa Institute of Technology,Cape Town,South Africa,Biotechnology;Education;Data Science,31579,No
Advanced Netherlands College,Amsterdam,Netherlands,Tourism;Cybersecurity;Finance;Business;Architecture,24828,No
Royal Denmark Institute of Technology,Copenhagen,Denmark,Biotechnology;AI;Nursing,1512,Yes
Central Denmark University,Copenhagen,Denmark,Education;Cybersecurity;Pharmacy;Tourism;Architecture;Biotechnology,24119,Yes
Central Malaysia College,Kuala Lumpur,Malaysia,Medicine;Computer Science;Business,6517,Yes
Central Thailand Institute of Technology,Bangkok,Thailand,AI;Economics;Finance;Agriculture;Data Science,34076,Yes
National Thailand University,Bangkok,Thailand,Cybersecurity;Medicine;Pharmacy;Education;Finance;Nursing,14827,Yes
National Sri Lanka University,Colombo,Sri Lanka,Education;Finance;Business;Nursing;Medicine,2068,Yes
Global UAE College,Dubai,UAE,Pharmacy;Engineering;Biotechnology;Nursing,27056,Yes
Advanced Qatar College,Doha,Qatar,Economics;Education;IT,40244,Yes
Advanced Spain College,Barcelona,Spain,Psychology;Pharmacy;Architecture;IT,25540,Yes
International Canada University,Montreal,Canada,Education;Business;Law;Finance;Nursing;Tourism,26881,Yes
Metropolitan UK University,London,UK,Finance;Economics;Cybersecurity;Computer Science;AI,3288,Yes
Metropolitan UK College,Manchester,UK,Medicine;Engineering;Law;Cybersecurity,8145,Yes
Central Saudi Arabia Institute of Technology,Jeddah,Saudi Arabia,Architecture;Pharmacy;Biotechnology;Medicine;Law;Economics,30738,Yes
Metropolitan Finland Academy,Helsinki,Finland,Pharmacy;Education;Architecture;Cybersecurity;Finance,14211,Yes
International Brazil College,Rio de Janeiro,Brazil,Biotechnology;Agriculture;Nursing,4916,No
Metropolitan South Africa College,Johannesburg,South Africa,Engineering;Business;Law,43432,Yes
International Australia University,Sydney,Australia,Nursing;IT;Computer Science;Biotechnology,17952,Yes
National Spain Institute of Technology,Barcelona,Spain,Computer Science;Pharmacy;Engineering;Economics;IT;Business,45870,No
Advanced Saudi Arabia University,Jeddah,Saudi Arabia,Education;Economics;Finance;Nursing;Law;Tourism,1003,Yes
Royal Malaysia Academy,Kuala Lumpur,Malaysia,Law;Business;Data Science;Engineering,45837,No
Global Indonesia University,Jakarta,Indonesia,Business;Finance;IT;Biotechnology;AI;Law,8376,Yes
National New Zealand Institute of Technology,Auckland,New Zealand,Pharmacy;Psychology;Biotechnology;Engineering;Agriculture;Economics,26831,Yes
Royal Indonesia Academy,Jakarta,Indonesia,Cybersecurity;Tourism;Finance;Economics,7570,Yes
Global USA University,New York,USA,Agriculture;Finance;AI,47715,No
Advanced UK University,Manchester,UK,Engineering;Architecture;Tourism;Business;Finance,29042,No
Advanced Pakistan Institute of Technology,Karachi,Pakistan,Economics;Education;Psychology;IT;Tourism,1015,No
Central UAE Academy,Dubai,UAE,AI;Agriculture;Data Science,19665,Yes
National Nepal University,Lalitpur,Nepal,Pharmacy;Finance;Engineering,3232,Yes
Central Brazil Academy,Rio de Janeiro,Brazil,Architecture;Engineering;AI;Biotechnology;Economics,18425,No
Metropolitan India Institute of Technology,Bangalore,India,Computer Science;Law;Biotechnology;Finance;Medicine,29242,No
International Canada Institute of Technology,Toronto,Canada,Architecture;Nursing;Medicine;Economics;Data Science,40883,No
Global New Zealand University,Wellington,New Zealand,Architecture;Tourism;Business;Psychology;Law;Economics,35043,Yes
Metropolitan Spain Academy,Madrid,Spain,Nursing;Cybersecurity;Economics;Biotechnology,12375,No
Royal Pakistan Academy,Karachi,Pakistan,Biotechnology;AI;Education,15660,No
Royal South Korea Institute of Technology,Busan,South Korea,AI;Architecture;Medicine,10630,Yes
International Saudi Arabia College,Riyadh,Saudi Arabia,Economics;Engineering;AI,43988,No
Royal Denmark Institute of Technology,Copenhagen,Denmark,Computer Science;Law;Biotechnology;Education,23640,Yes
Central UK University,Birmingham,UK,Tourism;Psychology;Biotechnology;Data Science,43756,No
Royal Malaysia College,Kuala Lumpur,Malaysia,Psychology;AI;Tourism;Business,10001,No
Advanced India Academy,Mumbai,India,Cybersecurity;Agriculture;Psychology,10765,No
Royal Norway College,Oslo,Norway,Law;Cybersecurity;Medicine,25785,No
Central Switzerland College,Geneva,Switzerland,Nursing;Agriculture;Education;Tourism,46730,Yes
Global Saudi Arabia Institute of Technology,Riyadh,Saudi Arabia,Data Science;Agriculture;Computer Science;Law;Tourism;Architecture,46765,Yes
Global France Academy,Paris,France,Tourism;Data Science;Pharmacy,46566,Yes
National India University,Mumbai,India,Data Science;Psychology;Business;Computer Science;Tourism,11523,No
Advanced South Africa Academy,Johannesburg,South Africa,Nursing;Education;IT,15823,No
Royal Sri Lanka University,Colombo,Sri Lanka,Education;Data Science;Business;Medicine;Agriculture,49990,No
Advanced Spain Academy,Madrid,Spain,Business;Education;AI;Data Science;Biotechnology,2054,No
Metropolitan Russia University,Moscow,Russia,AI;Biotechnology;Computer Science;Data Science;Medicine;Engineering,44368,Yes
Central Bangladesh Academy,Dhaka,Bangladesh,Tourism;Cybersecurity;Biotechnology;AI;Education;Computer Science,43257,No
International Russia University,Saint Petersburg,Russia,Architecture;AI;Agriculture;Computer Science,17117,No
Global UAE Academy,Abu Dhabi,UAE,Education;Business;AI;Psychology,20918,No
Global France Institute of Technology,Lyon,France,Economics;Psychology;Architecture;Cybersecurity;Business,18966,Yes
Central Spain University,Madrid,Spain,Pharmacy;Finance;IT;Psychology;Medicine;Architecture,48533,Yes
International Denmark University,Copenhagen,Denmark,Computer Science;Nursing;Agriculture,13766,Yes
National India College,Bangalore,India,Finance;Pharmacy;Education;AI;IT,23209,Yes
Metropolitan Sweden University,Stockholm,Sweden,Nursing;Law;Education,32405,No
Advanced Nepal Institute of Technology,Pokhara,Nepal,Economics;Tourism;Biotechnology;Psychology;Engineering,27244,No
Advanced Italy Institute of Technology,Rome,Italy,Education;Medicine;Computer Science;Agriculture,2106,No
National USA College,New York,USA,Agriculture;Economics;Cybersecurity;Pharmacy;Education;AI,25092,No
Central Qatar College,Doha,Qatar,Law;Economics;Architecture,41280,No
International Australia Academy,Melbourne,Australia,Biotechnology;Law;Finance,21699,Yes
Royal Pakistan Academy,Lahore,Pakistan,Engineering;Nursing;Business;Biotechnology,43073,No
Global UK Academy,Manchester,UK,Nursing;Business;Education;Architecture;Engineering;Tourism,11332,Yes
Central Nepal Institute of Technology,Pokhara,Nepal,Psychology;AI;Economics;Education;Medicine;Data Science,40490,Yes
International Malaysia University,Kuala Lumpur,Malaysia,Engineering;Agriculture;Medicine;Tourism;AI;Economics,40965,Yes
Royal Spain Academy,Madrid,Spain,Nursing;Law;Psychology,8046,Yes
National Netherlands Institute of Technology,Rotterdam,Netherlands,Medicine;Architecture;Psychology;Business;Law;Agriculture,45852,No
Advanced Indonesia Institute of Technology,Bali,Indonesia,Cybersecurity;Education;AI;Nursing;Law,23513,No
Global Australia College,Sydney,Australia,Computer Science;Medicine;Education;Tourism;AI;Psychology,10154,Yes
National Finland University,Helsinki,Finland,Architecture;Data Science;Pharmacy;Engineering;AI,22224,Yes
International Indonesia Institute of Technology,Jakarta,Indonesia,Tourism;Biotechnology;Data Science,28069,No
Royal India University,Bangalore,India,Data Science;Tourism;Finance;Cybersecurity,21327,Yes
National Singapore Academy,Singapore,Singapore,Engineering;AI;Agriculture;Cybersecurity;Economics,36825,Yes
Global Pakistan University,Karachi,Pakistan,Cybersecurity;Tourism;Law,33604,Yes
National Qatar College,Doha,Qatar,Law;Education;Computer Science;Cybersecurity;Pharmacy,41668,Yes
Metropolitan UK University,London,UK,Agriculture;Cybersecurity;AI,35557,Yes
Metropolitan Spain Academy,Madrid,Spain,Biotechnology;Psychology;Architecture;Law;Education;Business,21073,Yes
Advanced Brazil Academy,Rio de Janeiro,Brazil,Economics;Cybersecurity;Finance,3749,Yes
International Mexico Academy,Guadalajara,Mexico,Cybersecurity;Education;Tourism;Law;Architecture,37341,No
International Saudi Arabia University,Riyadh,Saudi Arabia,Engineering;Business;Law;Data Science;Agriculture,43569,No
Royal Switzerland Academy,Geneva,Switzerland,Architecture;Engineering;Finance;Medicine;Pharmacy,11532,No
International Japan Academy,Tokyo,Japan,Cybersecurity;Agriculture;Business;Medicine;Biotechnology,39198,No
Metropolitan UK Academy,Manchester,UK,Tourism;Biotechnology;Psychology;Pharmacy;Computer Science,42086,Yes
Global Singapore University,Singapore,Singapore,Education;Law;Nursing;Tourism,43517,No
International Saudi Arabia Institute of Technology,Jeddah,Saudi Arabia,Economics;Nursing;Architecture;IT,6212,No
Metropolitan South Korea Academy,Seoul,South Korea,Education;Finance;Computer Science;AI,38730,Yes
Royal UAE Academy,Dubai,UAE,Agriculture;Biotechnology;Data Science;Economics,9858,No
Global Italy Institute of Technology,Milan,Italy,Law;Computer Science;Economics;Tourism,2688,No
International South Korea Academy,Busan,South Korea,Psychology;Engineering;Biotechnology;Law,20355,No
Metropolitan Finland College,Helsinki,Finland,Agriculture;Education;Tourism;Pharmacy;Architecture;AI,25563,No
Global Turkey Institute of Technology,Istanbul,Turkey,Agriculture;AI;Psychology;Medicine;Pharmacy,43251,No
International Turkey College,Istanbul,Turkey,Engineering;AI;Medicine;IT,32488,No
Royal USA College,New York,USA,Computer Science;Cybersecurity;Economics;Biotechnology,5016,No
